filename,Mouth,Nasal,Skin,Stool
ID_ABHFUP,1.7559855105672086e-06,0.9999939938077439,1.8988147938844959e-06,2.351391951644981e-06
ID_ADBLNY,1.4530619974722406e-06,0.9999949384063719,1.666727744564818e-06,1.941803886004375e-06
ID_AFAEMB,0.9981505595509482,0.00013802921001900107,0.0016231266285880277,8.828461044458916e-05
ID_AFBBWK,0.9997194606144454,2.022629220345597e-05,0.00024797130528923046,1.234178806183752e-05
ID_AGHEZK,0.9996199075407218,2.398125660948681e-05,0.000339863934327237,1.624726834162317e-05
ID_AGKIYB,7.44377834719348e-06,5.863502087065932e-06,0.9999830631633347,3.6295562309315247e-06
ID_AIQHUX,9.129251287086923e-06,7.84555175499369e-05,1.0154700609311265e-05,0.9999022605305536
ID_AIVFAZ,1.0850356541015198e-05,0.00016308039581378698,1.2150679126101654e-05,0.9998139185685192
ID_AJCBOB,3.31562494966242e-06,1.8854454019218766e-05,3.746065010646334e-06,0.9999740838560206
ID_AJGVTS,0.9990047439852876,1.070602831062888e-05,0.000978728434968787,5.8215514329914e-06
ID_AJKHOU,2.253642928721352e-06,0.9999928985801081,2.5272895886659664e-06,2.320487374748279e-06
ID_AKDVQI,3.51182606575953e-06,0.9999874978270913,3.980364935129242e-06,5.009981907969787e-06
ID_AKIAKB,1.889359348303128e-06,2.378580164265022e-06,2.3003856705430264e-06,0.9999934316748168
ID_AKWSZD,4.0315431588463065e-06,8.312681056298982e-06,3.7945249351326566e-06,0.9999838612508498
ID_ALGOGQ,9.977692996886075e-05,4.861658039327104e-06,0.9998918949462909,3.466465700742872e-06
ID_ALHTER,3.369291785524373e-06,3.06012375759376e-05,3.4806985862701096e-06,0.9999625487720522
ID_AMSOXU,0.3774564685310249,0.0004163765548684922,0.6219259185919889,0.00020123632211770638
ID_AMUYDZ,2.2954440479754777e-06,0.9999920308107255,3.2603762437081124e-06,2.413368982910895e-06
ID_ANSGID,0.00018854811911233466,9.159017664433618e-06,0.9997983216761088,3.9711871144782e-06
ID_AOQGWN,0.00018129300732832955,2.009378576204756e-05,0.9997950789433759,3.5342635335366288e-06
ID_AQDZLZ,1.3679091364141222e-06,0.999997041164115,1.1639878448818707e-06,4.2693890366478383e-07
ID_ARCTEP,2.224730986285905e-06,0.9999924854467194,3.0702455415757776e-06,2.2195767527739753e-06
ID_ARGCHE,2.8526983815996656e-06,0.9999923343362779,3.15616382561013e-06,1.656801515126716e-06
ID_ASNCNV,1.2420716206934525e-05,6.981180160692827e-06,0.9999766887016797,3.909401952680976e-06
ID_ATFRKF,0.003555276162324015,0.9385768802075523,0.003976925295692593,0.05389091833443114
ID_AUPWYI,7.774172976622575e-06,8.739391975139818e-05,9.996348461136164e-06,0.9998948355588108
ID_AUUTWM,7.54331705109829e-05,1.2270374520097804e-05,0.9999052585239119,7.037931056870768e-06
ID_AVMUKC,0.002304661812204691,3.111951063213525e-05,0.9976475729104098,1.664576675314961e-05
ID_AVZMAJ,3.080004553652503e-06,0.9999905585732416,3.894233330040572e-06,2.4671888746858366e-06
ID_AWDNCQ,1.5600654393998482e-06,0.9999947571492024,1.70754132599509e-06,1.9752440321078457e-06
ID_AWHBEB,1.0557057964198446e-05,0.0003380821369852185,1.1658969775544022e-05,0.999639701835275
ID_AWINYS,2.0910072348444687e-06,4.8464571052734974e-06,2.2542342412336913e-06,0.9999908083014187
ID_AWUOPA,2.901456476175476e-06,0.9999907089466367,3.312429835411626e-06,3.077167052002311e-06
ID_AYOAPD,0.9989603231197101,4.3712536471003354e-05,0.0009677169012782378,2.8247442540743202e-05
ID_AYRSVB,0.9999688205919791,6.752744182653915e-06,2.0070233196137357e-05,4.356430642047532e-06
ID_AYUWST,5.890422509539017e-06,2.6967238965728815e-05,6.646452579997501e-06,0.9999604958859447
ID_BAFNRW,3.330956628423658e-06,1.6342676455762726e-05,3.69591114768157e-06,0.9999766304557681
ID_BBHQDM,1.3990184939419922e-05,2.2399596258413368e-06,0.9999823280691995,1.4417862351758968e-06
ID_BBHZGN,0.999212832736246,2.437470369368381e-05,0.0007558816714136723,6.910888646607428e-06
ID_BBZYDO,1.6255405231493814e-05,6.544413318793541e-06,0.9999735445168331,3.655664616688362e-06
ID_BCGAMY,0.003026653640767848,3.1445282285073966e-05,0.9969118687136531,3.0032363294014968e-05
ID_BEHPUD,2.6148460020299085e-06,5.544912086848377e-06,2.9280431164426504e-06,0.9999889121987947
ID_BFALNR,0.9997808980445123,1.134005520187779e-05,0.00020009475527933828,7.667145006502968e-06
ID_BFHWMT,0.9999616338850318,7.018734384706618e-06,2.6878356446388897e-05,4.469024137352207e-06
ID_BGAGEX,0.00016432931772270083,1.3276511095592819e-05,0.9998199445371246,2.449634057035775e-06
ID_BGAQPG,0.004071386601698654,7.5453497224099285e-06,0.9959167767605646,4.2912880142962335e-06
ID_BGUKXP,2.111174412569297e-06,0.999992854038311,2.8280667334652705e-06,2.206720543046211e-06
ID_BGXBIY,2.248767001386283e-06,4.7020210169429285e-05,2.5211831905674955e-06,0.9999482098396386
ID_BGXNSA,0.00030307112663783696,0.0036266784903147766,0.000971207421522979,0.9950990429615245
